"";"NOM_PROPOSICAO_SF";"NOM_PROPOSICAO_CD";"EMENTA"
"3204";"PLS 456/2007";"PL 4704/2009";"DISPÕE SOBRE A CRIAÇÃO DE ZONA DE PROCESSAMENTO DE EXPORTAÇÃO (ZPE) NO MUNICÍPIO DE ITACOATIARA, NO ESTADO DO AMAZONAS."
"3205";"PLS 457/2007";"PL 4705/2009";"DISPÕE SOBRE A CRIAÇÃO DE ZONA DE PROCESSAMENTO DE EXPORTAÇÃO (ZPE) NO MUNICÍPIO DE TABATINGA, ESTADO DO AMAZONAS."
"3206";"PLS 460/2007";"PL 7791/2010";"ALTERA A LEI DE EXECUÇÃO PENAL PARA DISPOR SOBRE A ASSISTÊNCIA EDUCACIONAL DEVIDA AOS PRESOS."
"3207";"PLS 458/2007";"PL 4149/2008";"AUTORIZA A CRIAÇÃO DO CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DO DISTRITO FEDERAL - CEFET/DF."
"3208";"PLS 467/2007";"PL 6381/2009";"ACRESCENTA ARTIGO À LEI N° 9.847, DE 26 DE OUTUBRO DE 1999, PARA DETERMINAR A DIVULGAÇÃO, PELA AGÊNCIA NACIONAL DE PETRÓLEO - ANP, DE RELATÓRIOS PERIÓDICOS DOS POSTOS DE COMBUSTÍVEIS AUTUADOS, INTERDITADOS E FISCALIZADOS, BEM COMO DAQUELES SEM FISCALIZAÇÃO HÁ MAIS DE UM ANO."
"3209";"PLS 470/2007";"PL 2523/2007";"AUTORIZA O PODER EXECUTIVO A CRIAR A ESCOLA TÉCNICA FEDERAL DE SANTANA DO LIVRAMENTO, NO ESTADO DO RIO GRANDE DO SUL."
"3210";"PLS 473/2007";"PL 3919/2008";"MODIFICA O PARÁGRAFO ÚNICO DO ART. 100 E ACRESCENTA ALÍNEA AO INC. II DO ART. 275, AMBOS DA LEI º 5.869, DE 11 DE JANEIRO DE 1973, QUE INSTITUI O CÓDIGO DE PROCESSO CIVIL, PARA ESTENDER REGRA DE FIXAÇÃO DE COMPETÊNCIA AO FORO DO DOMICÍLIO DA VÍTIMA DE ACIDENTE AÉREO OU DE SEU SUCESSOR E PREVER O RITO SUMÁRIO NAS AÇÕES DE INDENIZAÇÃO POR DANOS MORAIS E MATERIAIS DECORRENTES DESSE FATO."
"3211";"PLS 471/2007";"PL 4362/2008";"ALTERA OS ARTS. 48 E 103 DA LEI N° 8.171, DE 17 DE JANEIRO DE 1991, COM A FINALIDADE DE INSTITUIR, ENTRE OS OBJETIVOS DO CRÉDITO RURAL, O ESTÍMULO À SUBSTITUIÇÃO DO SISTEMA DE PECUÁRIA EXTENSIVO PELO SISTEMA DE PECUÁRIA INTENSIVO."
"3212";"PLS 474/2007";"PL 4568/2008";"ALTERA A LEI Nº 11.350, DE 5 DE OUTUBRO DE 2006, PARA CARACTERIZAR COMO INSALUBRE O EXERCÍCIO DAS ATIVIDADES DE AGENTE COMUNITÁRIO DE SAÚDE E DE AGENTE DE COMBATE ÀS ENDEMIAS."
"3213";"PLS 481/2007";"PL 3914/2008";"AUTORIZA O PODER EXECUTIVO A CRIAR A UNIVERSIDADE FEDERAL DO NORTE DE GOIÁS (UFNG), COM SEDE NO MUNICÍPIO DE PORANGATU, NO ESTADO DE GOIÁS."
"3214";"PLS 479/2007";"PL 5459/2009";"ALTERA A LEI Nº 8.629, DE 25 DE FEVEREIRO DE 1993, QUE DISPÕE SOBRE A REGULAMENTAÇÃO DOS DISPOSITIVOS CONSTITUCIONAIS RELATIVOS À REFORMA AGRÁRIA, PREVISTOS NO CAPÍTULO III, TÍTULO VII, DA CONSTITUIÇÃO FEDERAL."
"3215";"PLS 482/2007";"PL 2933/2008";"AUTORIZA O PODER EXECUTIVO A CRIAR O CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE PATOS, NO ESTADO DA PARAÍBA."
"3216";"PLS 483/2007";"PL 4706/2009";"DISPÕE SOBRE A CRIAÇÃO DE ZONA DE PROCESSAMENTO DE EXPORTAÇÃO NO MUNICÍPIO DE REDENÇÃO, ESTADO DO PARÁ."
"3217";"PLS 484/2007";"PL 4707/2009";"DISPÕE SOBRE A CRIAÇÃO DE ZONA DE PROCESSAMENTO DE EXPORTAÇÃO NO MUNICÍPIO DE TUCURUÍ, ESTADO DO PARÁ."
"3218";"PLS 485/2007";"PL 4708/2009";"DISPÕE SOBRE A CRIAÇÃO DE ZONA DE PROCESSAMENTO DE EXPORTAÇÃO NO MUNICÍPIO DE BREVES, ESTADO DO PARÁ."
"3219";"PLS 487/2007";"PL 3268/2012";"SUPRIME O PARÁGRAFO ÚNICO DO ART. 26 DA LEI Nº 11.457, DE 16 DE MARÇO DE 2007, PARA INCLUIR AS CONTRIBUIÇÕES PREVIDENCIÁRIAS NO PROCEDIMENTO DE COMPENSAÇÃO DE INICIATIVA DO CONTRIBUINTE, PREVISTO NO ART. 74 DA LEI Nº 9.430, DE 27 DE DEZEMBRO DE 1996."
"3220";"PLS 486/2007";"PL 4767/2009";"DISPÕE SOBRE A CRIAÇÃO DE ZONA DE PROCESSAMENTO DE EXPORTAÇÃO (ZPE) NO MUNICÍPIO DE PONTA PORÃ, NO ESTADO DE MATO GROSSO DO SUL."
"3221";"SCD 149/2004";"PL 6415/2005";"ALTERA OS ARTS. 1.211-A, 1.211-B E 1.211-C DA LEI Nº 5.869, DE 11 DE JANEIRO DE 1973 - CÓDIGO DE PROCESSO CIVIL, E ACRESCENTA O ART. 69-A À LEI Nº 9.784, DE 29 DE JANEIRO DE 1999, QUE REGULA O PROCESSO ADMINISTRATIVO NO ÂMBITO DA ADMINISTRAÇÃO PÚBLICA FEDERAL, A FIM DE ESTENDER A PRIORIDADE NA TRAMITAÇÃO DE PROCEDIMENTOS JUDICIAIS E ADMINISTRATIVOS ÀS PESSOAS QUE ESPECIFICA."
"3222";"PLS 489/2007";"PL 3537/2008";"AUTORIZA O PODER EXECUTIVO A CRIAR A UNIVERSIDADE FEDERAL DO SUDESTE DE GOIÁS (UFSG), COM SEDE NO MUNICÍPIO DE CATALÃO, NO ESTADO DE GOIÁS."
"3223";"PLS 491/2007";"PL 5661/2009";"ALTERA O INCISO III DO ART. 2º DA LEI Nº 11.476, DE 29 DE MAIO DE 2007, PARA PERMITIR QUE OS PORTADORES DE DIPLOMA DE TÉCNICO DE NÍVEL MÉDIO EM ENOLOGIA E OS ALUNOS QUE INGRESSARAM EM CURSO DESTE NÍVEL ATÉ 29 DE MAIO DE 2007 POSSAM EXERCER A PROFISSÃO DE ENÓLOGO E DÁ OUTRAS PROVIDÊNCIAS."
"3224";"PLS 492/2007";"PL 4249/2008";"INSTITUI O CADASTRO NACIONAL DE FORNECEDORES SUSPENSOS DE PARTICIPAR DE LICITAÇÕES E CONTRATAR COM A ADMINISTRAÇÃO PÚBLICA DIRETA E INDIRETA DA UNIÃO, ESTADOS, DISTRITO FEDERAL E MUNICÍPIOS."
"3225";"PLS 494/2007";"PL 2522/2007";"ACRESCENTA INCISO AO ART. 3º DA LEI Nº 9.472, DE 16 DE JULHO DE 1997, PARA GARANTIR ATENDIMENTO PRESENCIAL AOS USUÁRIOS DE SERVIÇOS DE TELECOMUNICAÇÕES."
"3226";"PLS 496/2007";"PL 6466/2009";"ALTERA A LEI Nº 11.445, DE 15 DE JANEIRO DE 2007, QUE DISPÕE SOBRE DIRETRIZES NACIONAIS PARA O SANEAMENTO BÁSICO E DÁ OUTRAS PROVIDÊNCIAS, PARA INCENTIVAR A ECONOMIA NO CONSUMO DE ÁGUA."
"3227";"PLS 501/2007";"PL 7825/2010";"DISPÕE SOBRE A CRIAÇÃO DE INCENTIVOS FISCAIS PARA PESSOAS FÍSICAS E JURÍDICAS QUE FAÇAM DOAÇÕES FINANCEIRAS A FUNDOS PÚBLICOS DE GERAÇÃO DE EMPREGO, OCUPAÇÃO E RENDA E DÁ OUTRAS PROVIDÊNCIAS."
"3228";"PLS 498/2007";"PL 3236/2008";"ALTERA A LEI 11.445, DE 5 DE JANEIRO DE 2007, QUE ""ESTABELECE DIRETRIZES NACIONAIS PARA O SANEAMENTO BÁSICO"", PARA DETERMINAR A MANUTENÇÃO PREVENTIVA NAS GALERIAS DE ÁGUAS PLUVIAIS."
"3229";"PLS 500/2007";"PL 4709/2009";"DISPÕE SOBRE A CRIAÇÃO DE ZONA DE PROCESSAMENTO DE EXPORTAÇÕES - ZPE - NA CIDADE DE BRASÍLIA, DISTRITO FEDERAL."
"3230";"PLS 507/2007";"PL 4710/2009";"DISPÕE SOBRE A CRIAÇÃO DE ZONA DE PROCESSAMENTO DE EXPORTAÇÃO NO MUNICÍPIO DE CASTANHAL, ESTADO DO PARÁ."
"3231";"PLS 514/2007";"PL 4047/2008";"ALTERA A LEI Nº 9.296, DE 24 DE JULHO DE 1996, COM VISTAS A ESTABELECER NOVAS CONDIÇÕES PARA O PROCEDIMENTO DE INTERCEPTAÇÃO TELEFÔNICA, INFORMÁTICA E TELEMÁTICA, ALÉM DE OUTRAS PROVIDÊNCIAS."
"3232";"PLS 515/2007";"PL 487/2011";"ALTERA A LEI Nº 8.213, DE 24 DE JULHO DE 1991, PARA DISPOR SOBRE A MANUTENÇÃO DA QUALIDADE DE SEGURADO DO REGIME GERAL DE PREVIDÊNCIA SOCIAL, PARA FINS DE GERAÇÃO DA PENSÃO POR MORTE, DAQUELE QUE TIVER, NO MÍNIMO, CENTO E OITENTA CONTRIBUIÇÕES MENSAIS."
"3233";"PLS 517/2007";"PL 3538/2008";"CRIA A UNIVERSIDADE FEDERAL RURAL DO VALE DO GUAPORÉ - UFRVG, COM SEDE NO MUNICÍPIO DE SÃO FRANCISCO DO GUAPORÉ, ESTADO DE RONDÔNIA."
"3234";"PLS 518/2007";"PL 4711/2009";"DISPÕE SOBRE A CRIAÇÃO DE ZONA DE PROCESSAMENTO DE EXPORTAÇÃO - ZPE NO MUNICÍPIO DE GURUPI, NO ESTADO DO TOCANTINS."
"3235";"PLS 525/2007";"PL 4713/2009";"DISPÕE SOBRE A CRIAÇÃO DE ZONA DE PROCESSAMENTO DE EXPORTAÇÃO (ZPE), NO MUNICÍPIO DE FOZ DO IGUAÇU, NO ESTADO DO PARANÁ."
"3236";"PEC 89/2007";"PEC 196/2012";"ALTERA O § 2º DO ART. 55 DA CONSTITUIÇÃO FEDERAL. (DETERMINA O VOTO ABERTO PARA A PERDA DE MANDATO DE DEPUTADOS E SENADORES)."
"3237";"PLS 527/2007";"PL 2520/2007";"INSTITUI O ""DIA NACIONAL DA LEITURA"" E A ""SEMANA NACIONAL DA LITERATURA""."
"3238";"PLS 531/2007";"PL 3281/2008";"ALTERA A LEI Nº 6.815, DE 19 DE AGOSTO DE 1980, PARA INSTITUIR A RECIPROCIDADE NA CONCESSÃO DE PRAZOS DE PERMANÊNCIA DE ESTRANGEIROS NO BRASIL E DÁ OUTRAS PROVIDÊNCIAS."
"3239";"PLS 533/2007";"PL 7750/2010";"ALTERA OS ARTS. 2º, 4º, 11, 32, 35, 37 E 64 DA LEI Nº 8.934, DE 18 DE NOVEMBRO DE 1994, PARA ADEQUAR SUA REDAÇÃO À TERMINOLOGIA EMPREGADA NA LEI Nº 10.406, DE 10 DE JANEIRO DE 2002 - CÓDIGO CIVIL."
"3240";"PLS 534/2007";"PL 3913/2008";"INSTITUI O SISTEMA DE RESERVA DE VAGAS PARA ESTUDANTES EGRESSOS DE ESCOLAS PÚBLICAS NAS INSTITUIÇÕES FEDERAIS DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA."
"3241";"PLS 536/2007";"PL 6749/2010";"REGULAMENTA O INCISO II DO ART. 98 DA CONSTITUIÇÃO FEDERAL, QUE DISPÕE SOBRE A JUSTIÇA DE PAZ."
"3242";"PLS 539/2007";"PL 4714/2009";"CRIA ZONA DE PROCESSAMENTO DE EXPORTAÇÃO NO MUNICÍPIO DE PARAGOMINAS, ESTADO DO PARÁ."
"3243";"PLS 541/2007";"PL 4133/2012";"DISPÕE SOBRE A CONCESSÃO DE FINANCIAMENTO ÀS ENTIDADES OPERADORAS DE SERVIÇO DE RADIODIFUSÃO COMUNITÁRIA QUE MIGRAREM PARA SISTEMA DIGITAL."
"3244";"PLS 545/2007";"PL 3642/2008";"INSTITUI O ANO DE 2010 COMO ""ANO NACIONAL JOAQUIM NABUCO""."
"3245";"PLS 546/2007";"PL 4558/2008";"INSTITUI A SEMANA NACIONAL DA VISÃO."
"3246";"PLS 547/2007";"PL 3240/2008";"AUTORIZA O PODER EXECUTIVO A TRANSFORMAR A ESCOLA AGROTÉCNICA FEDERAL DE SOUSA, NO ESTADO DA PARAÍBA, EM CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA (CEFET)."
"3247";"PLS 548/2007";"PL 2579/2007";"ALTERA DISPOSITIVOS DA LEI Nº 9.096, DE 19 DE SETEMBRO DE 1995 - LEI DOS PARTIDOS POLÍTICOS, E DA LEI Nº 5.869, DE 11 DE JANEIRO DE 1973 - CÓDIGO DE PROCESSO CIVIL, PARA DISPOR SOBRE A RESPONSABILIDADE CIVIL E A EXECUÇÃO DE DÍVIDAS DE PARTIDOS POLÍTICOS."
"3248";"PLS 552/2007";"PL 4102/2008";"INSTITUI O ""DIA NACIONAL DO HISTORIADOR"", A SER CELEBRADO ANUALMENTE NO DIA 12 DE SETEMBRO."
"3249";"PLS 553/2007";"PL 3536/2008";"DISPÕE SOBRE A CRIAÇÃO DO DIA NACIONAL DE COMBATE AO TRABALHO ESCRAVO, BEM COMO DA SEMANA NACIONAL DE COMBATE AO TRABALHO ESCRAVO."
"3250";"PLS 556/2007";"PL 2726/2007";"INTRODUZ § 3º AO ART. 801 DA LEI NO 10.406, DE 10 DE JANEIRO DE 2002 (CÓDIGO CIVIL). (DISPÕE SOBRE MODIFICAÇÃO DE APÓLICE COLETIVA DE SEGUROS)."
"3251";"PLS 557/2007";"PL 4103/2008";"AUTORIZA O PODER EXECUTIVO A CRIAR A ESCOLA TÉCNICA FEDERAL NAVAL DO MUNICÍPIO DE ITACOATIARA, NO ESTADO DO AMAZONAS."
"3252";"PLS 562/2007";"PL 488/2011";"ACRESCENTA PARÁGRAFOS AO ART. 11 DA LEI Nº 8.213, DE 24 DE JULHO DE 1991, PARA DISPOR SOBRE MANUTENÇÃO DA CONDIÇÃO DE SEGURADO ESPECIAL, INDEPENDENTEMENTE DO EXERCÍCIO EVENTUAL DE OUTRAS ATIVIDADES E DÁ OUTRAS PROVIDÊNCIAS."
"3253";"PLS 567/2007";"PL 3940/2008";"DISPÕE SOBRE A INSTITUIÇÃO DO DIA NACIONAL DE LUTA PELOS DIREITOS DAS PESSOAS COM DOENÇAS FALCIFORMES."
"3254";"PEC 92/2007";"PEC 50/2007";"PRORROGA OS PRAZOS PREVISTOS NO CAPUT DOS ARTS. 76 E 84 DO ATO DAS DISPOSIÇÕES CONSTITUCIONAIS TRANSITÓRIAS E DÁ OUTRAS PROVIDÊNCIAS. (PRORROGANDO A VIGÊNCIA DA DESVINCULAÇÃO DE RECEITAS DA UNIÃO - DRU E DA CONTRIBUIÇÃO PROVISÓRIA SOBRE MOVIMENTAÇÃO FINANCEIRA - CPMF).  


                                           


"
"3255";"PLS 570/2007";"PL 3366/2008";"ALTERA AS LEIS NºS 9.472, DE 16 DE JULHO DE 1997 (LEI GERAL DE TELECOMUNICAÇÕES), Nº 8.987, DE 13 DE FEVEREIRO DE 1995 (LEI DA CONCESSÃO DE SERVIÇO PÚBLICO), E Nº 8.977, DE 6 DE JANEIRO DE 1995, PARA CONCEDER DIREITO À COMPENSAÇÃO, NO PRAZO DE QUARENTA DIAS, EM CONTA ULTERIOR, DO VALOR CORRESPONDENTE AO DO PERÍODO DE SUSPENSÃO DOS SERVIÇOS QUE DISCIPLINAM."
"3256";"PLS 572/2007";"PL 4104/2008";"ALTERA A REDAÇÃO DO ART. 40 DA LEI Nº 10.741, DE 1º DE OUTUBRO DE 2003 (ESTATUTO DO IDOSO) DE FORMA A GARANTIR AOS IDOSOS A LIBERDADE DE ESCOLHA DO ASSENTO OBJETO DOS BENEFÍCIOS CRIADOS POR ESTA LEI."
"3257";"PLS 577/2007";"PL 5157/2009";"AUTORIZA O PODER EXECUTIVO A CRIAR A UNIVERSIDADE FEDERAL  DO NORTE DO MATO GROSSO (UNINORTE), COM SEDE NO MUNICÍPIO DE SINOP."
"3258";"PLS 576/2007";"PL 5028/2009";"AUTORIZA O PODER EXECUTIVO A CRIAR A UNIVERSIDADE FEDERAL DO ARAGUAIA (UNIVALE), COM SEDE NO MUNICÍPIO DE BARRA DO GARÇAS."
"3259";"PLS 578/2007";"PL 3238/2008";"ALTERA A LEI Nº 8.313, DE 23 DE DEZEMBRO DE 1991, PARA INCLUIR, NO ART. 18, § 3º, ALÍNEA C, A DOAÇÃO E PATROCÍNIO PARA A MÚSICA REGIONAL."
"3260";"PEC 15/1998";"PEC 627/1998";"ALTERA O INCISO VI DO ARTIGO 29 DA CONSTITUIÇÃO FEDERAL.             
"
"3261";"PLS 580/2007";"PL 7368/2014";"ACRESCE INCISO VIII AO CAPUT DO ART. 5º DA LEI Nº 7.797, DE 11 DE JULHO DE 1989, QUE CRIA O FUNDO NACIONAL DE MEIO AMBIENTE, E DÁ OUTRAS PROVIDÊNCIAS."
"3262";"PLS 581/2007";"PL 3984/2008";"ALTERA A LEI Nº 5.917, DE 10 DE SETEMBRO DE 1973 (PLANO NACIONAL DE VIAÇÃO), PARA INCLUIR NA RELAÇÃO DESCRITIVA DAS RODOVIAS DO SISTEMA RODOVIÁRIO NACIONAL O TRECHO DA RODOVIA MT-343 SITUADO ENTRE OS MUNICÍPIOS DE CÁCERES E BARRA DO BUGRES."
"3263";"PLS 586/2007";"PL 2893/2011";"ALTERA A LEI Nº 9.029, DE 13 DE ABRIL DE 1995, PARA PROIBIR O USO DE INFORMAÇÕES CONSTANTES DOS CADASTROS DAS AGÊNCIAS DE PROTEÇÃO AO CRÉDITO E AFINS, PARA EFEITOS ADMISSIONAIS OU DE PERMANÊNCIA DA RELAÇÃO JURÍDICA DE TRABALHO E DÁ OUTRAS PROVIDÊNCIAS."
"3264";"PLS 588/2007";"PL 6822/2010";"REGULAMENTA O EXERCÍCIO DAS PROFISSÕES DE CATADOR DE MATERIAIS RECICLÁVEIS E DE RECICLADOR DE PAPEL."
"3265";"PLS 589/2007";"PL 4247/2008";"CONSOLIDA A LEGISLAÇÃO SANITÁRIA FEDERAL.


                                        (VOLUME II)"
"3266";"PLS 590/2007";"PL 6610/2009";"DISPÕE SOBRE O EXERCÍCIO DA PROFISSÃO DE TÉCNICO EM PRÓTESE DENTÁRIA E DETERMINA OUTRAS PROVIDÊNCIAS."
"3267";"PLS 594/2007";"PL 3453/2008";"ALTERA O ART. 116 DA LEI Nº 8.666, DE 21 DE JUNHO DE 1993, PARA CONDICIONAR A CELEBRAÇÃO DE CONVÊNIOS COM PESSOAS JURÍDICAS DE DIREITO PRIVADO A PRÉVIO PROCESSO SELETIVO."
"3268";"PLS 592/2007";"PL 7585/2010";"ACRESCENTA DISPOSITIVOS À LEI Nº 9.096, DE 19 DE SETEMBRO DE 1995, QUE DISPÕE SOBRE PARTIDOS POLÍTICOS, REGULAMENTA OS ARTS. 17 E 14, § 3º, INCISO V, DA CONSTITUIÇÃO FEDERAL, PARA ESTABELECER REGRAS DE FIDELIDADE AO PROGRAMA DO PARTIDO."
"3269";"PLS 598/2007";"PL 4715/2009";"DISPÕE SOBRE A CRIAÇÃO DE ZONA DE PROCESSAMENTO DE EXPORTAÇÃO (ZPE) NO MUNICÍPIO DE BOM JESUS, ESTADO DO PIAUÍ."
"3270";"PLS 597/2007";"PL 3247/2012";"EXCLUI OS JUROS RECEBIDOS OU CREDITADOS, A TÍTULO DE REMUNERAÇÃO DO CAPITAL PRÓPRIO, DA BASE DE CÁLCULO DA CONTRIBUIÇÃO PARA O PIS/PASEP E DA CONTRIBUIÇÃO PARA O FINANCIAMENTO DA SEGURIDADE SOCIAL, NAS MODALIDADES CUMULATIVA E NÃO-CUMULATIVA."
"3271";"PLS 602/2007";"PL 6362/2009";"INSERE O ART. 59-A NA LEI Nº 8.069, DE 13 DE JULHO DE 1990, PARA DISPOR SOBRE A CAPACITAÇÃO DE PROFISSIONAIS DA EDUCAÇÃO BÁSICA NA IDENTIFICAÇÃO DE EFEITOS DECORRENTES DE MAUS-TRATOS E DE ABUSO SEXUAL PRATICADOS CONTRA CRIANÇAS E ADOLESCENTES."
"3272";"PLS 604/2007";"PL 3942/2008";"INSTITUI A DATA DE 10 DE DEZEMBRO COMO O DIA DA INCLUSÃO SOCIAL."
"3273";"PLS 607/2007";"PL 7238/2010";"AUTORIZA O PODER EXECUTIVO A CRIAR A UNIVERSIDADE FEDERAL DO NORDESTE DE GOIÁS (UFNEG), COM SEDE NO MUNICÍPIO DE FORMOSA, NO ESTADO DE GOIÁS."
"3274";"PLS 609/2007";"PL 4105/2008";"AUTORIZA O PODER EXECUTIVO A CRIAR O CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MANACAPURU, NO ESTADO DO AMAZONAS."
"3275";"PLS 608/2007";"PL 7344/2010";"DÁ NOVA REDAÇÃO AO INCISO IV, DO ART. 1º, DA LEI Nº 8.989, DE 24 DE FEVEREIRO DE 1995, QUE TRATA DA ISENÇÃO DE IPI AOS PORTADORES DE DEFICIÊNCIA FÍSICA, DENTRE OUTROS."
"3276";"PLS 610/2007";"PL 4716/2009";"DISPÕE SOBRE A CRIAÇÃO DE ZONA DE PROCESSAMENTO DE EXPORTAÇÃO (ZPE) NO MUNICÍPIO DE AÇU, NO ESTADO DO RIO GRANDE DO NORTE."
"3277";"PLS 612/2007";"PL 6548/2009";"AUTORIZA O PODER EXECUTIVO A CRIAR A UNIVERSIDADE FEDERAL DO SUDOESTE DE GOIÁS (UFSOG), COM SEDE NO MUNICÍPIO DE JATAÍ, NO ESTADO DE GOIÁS."
"3278";"PLS 616/2007";"PL 3936/2008";"AURORIZA O PODER EXECUTIVO A CRIAR A ESCOLA TÉCNICA FEDERAL DE MACHADINHO D'OESTE, NO ESTADO DE RONDÔNIA."
"3279";"PLS 617/2007";"PL 1635/2011";"DISPÕE SOBRE O EXERCÍCIO DA PROFISSÃO TÉCNICO EM SISTEMA DE SEGURANÇA E DISCIPLINA OS CURSOS DE TREINAMENTO E HABILITAÇÃO, BEM COMO E A REVENDA DE INSTRUMENTOS E FERRAMENTAS UTILIZADAS NA PROFISSÃO."
"3280";"PLS 618/2007";"PL 3865/2008";"AUTORIZA O PODER EXECUTIVO A CRIAR A UNIVERSIDADE DO PACTO DA AMAZÔNIA, COM SEDE EM MANAUS, ESTADO DO AMAZONAS(AM)."
"3281";"PLS 619/2007";"PL 6748/2010";"ACRESCENTA DISPOSITIVO À LEI Nº 7.565, DE 19 DE DEZEMBRO DE 1986, CÓDIGO BRASILEIRO DE AERONÁUTICA, PARA EXPLICITAR A OBRIGATORIEDADE DO USO E DA MANUTENÇÃO DE SINALIZADORES OU BALIZADORES AÉREOS DE OBSTÁCULOS EXISTENTES NAS ZONAS DE PROTEÇÃO DOS AERÓDROMOS."
"3282";"PLS 620/2007";"PL 3935/2008";"REGULAMENTA A LICENÇA-PATERNIDADE A QUE SE REFERE O INCISO XIX, DO ART. 7º, DA CONSTITUIÇÃO FEDERAL."
"3283";"PLS 622/2007";"PL 6611/2009";"ALTERA A LEI Nº 8.900, DE 30 DE JUNHO DE 1994, PARA DISPOR SOBRE A DURAÇÃO DO PERÍODO DE PERCEPÇÃO DO BENEFÍCIO DO SEGURO-DESEMPREGO DOS TRABALHADORES QUE SÃO RESPONSÁVEIS LEGAIS DE CRIANÇAS PORTADORAS DE DEFICIÊNCIA."
"3284";"PLS 621/2007";"PL 6823/2010";"ALTERA A LEI Nº 6.259, DE 30 DE OUTUBRO DE 1975, PARA TORNAR OBRIGATÓRIA A MANUTENÇÃO DE ESTOQUE DAS VACINAS ANTITETÂNICA E ANTI-RÁBICA E DOS RESPECTIVOS SOROS E IMUNOGLOBULINAS NOS ESTABELECIMENTOS HOSPITALARES."
"3285";"SCD 457/2003";"PL 5890/2005";"COMPATIBILIZA A REDAÇÃO DO ART. 1.796 DA LEI Nº 10.406, DE 10 DE JANEIRO DE 2002 - CÓDIGO CIVIL, COM AS ALTERAÇÕES INTRODUZIDAS NO ART. 983 DA LEI Nº 5.869, DE 11 DE JANEIRO DE 1973 - CÓDIGO DE PROCESSO CIVIL, PELA LEI Nº 11.441 DE 4 DE JANEIRO DE 2007 (DILATA O PRAZO PARA A INSTAURAÇÃO DO INVENTÁRIO)."
"3286";"PLS 624/2007";"PL 5317/2009";"AUTORIZA AS PROVIDÊNCIAS PARA A DIVULGAÇÃO, PELA INTERNET, DAS INFORMAÇÕES RELATIVAS A GASTOS PÚBLICOS CLASSIFICADOS COMO INDENIZATÓRIOS."
"3287";"PLS 623/2007";"PL 2520/2011";"ACRESCENTA § 3º AO ART. 61 DA LEI Nº 9.532, DE 10 DE DEZEMBRO DE 1997, PARA DISPOR QUE OS REVENDEDORES VAREJISTAS DE COMBUSTÍVEIS AUTOMOTIVOS FICAM OBRIGADOS AO USO DE EQUIPAMENTO EMISSOR DE CUPOM FISCAL (ECF) INTEGRADO AO EQUIPAMENTO MEDIDOR DO FORNECIMENTO DE COMBUSTÍVEL AUTOMOTIVO DA BOMBA ABASTECEDORA."
"3288";"PLS 625/2007";"PL 4400/2008";"ALTERA A LEI Nº 10.741, DE 1º DE OUTUBRO DE 2003, QUE DISPÕE SOBRE O ESTATUTO DO IDOSO, DE MODO A ESTABELECER QUE TODO O IDOSO COM PELO MENOS CEM ANOS TEM DIREITO A BENEFÍCIO NO VALOR DE DOIS SALÁRIOS MÍNIMOS."
"3289";"PLS 626/2007";"PL 4044/2008";"INSTITUI O DIA DA INTEGRAÇÃO JURÍDICA LATINO-AMERICANA."
"3290";"PLS 627/2007";"PL 4045/2008";"AUTORIZA O PODER EXECUTIVO A CRIAR A ESCOLA TÉCNICA FEDERAL DE SANTO ANTÔNIO DO DESCOBERTO, NO ESTADO DE GOIÁS."
"3291";"PLS 630/2007";"PL 4361/2008";"ALTERA DISPOSITIVOS DO DECRETO-LEI Nº 3.689, DE 3 DE OUTUBRO DE 1941 - CÓDIGO DE PROCESSO PENAL, PARA PREVER A REALIZAÇÃO EXCEPCIONAL DE INTERROGATÓRIO DO ACUSADO PRESO POR VIDEOCONFERÊNCIA."
"3292";"PLS 632/2007";"PL 4436/2008";"MODIFICA O ART. 19 DA LEI Nº 7.102 DE 20 DE JUNHO DE 1983, PARA GARANTIR AO VIGILANTE O RECEBIMENTO DE ADICIONAL DE PERICULOSIDADE."
"3293";"PLS 635/2007";"PL 5537/2009";"ACRESCENTA O § 3º AO ART. 94 DA LEI Nº 4.737, DE 15 DE JULHO DE 1965 (CÓDIGO ELEITORAL), PARA EXIGIR IDONEIDADE MORAL E REPUTAÇÃO ILIBADA DOS CANDIDATOS A CARGO ELETIVO."
"3294";"PLS 637/2007";"PL 3574/2008";"ACRESCENTA INCISO XVII AO ART. 51 DA LEI Nº 8.078, DE 11 DE SETEMBRO DE 1990, PARA CONSIDERAR ABUSIVA A CLÁUSULA CONTRATUAL QUE OBRIGUE O CONSUMIDOR A PAGAR PELA EMISSÃO DO CARNÊ DE PAGAMENTO OU DO BOLETO BANCÁRIO."
"3295";"PLS 640/2007";"PL 3239/2008";"ALTERA A LEI Nº 5.917, DE 10 DE SETEMBRO DE 1973 (PLANO NACIONAL DE VIAÇÃO), PARA MODIFICAR O TRAÇADO DA BR-242."
